,id,tweet_text,tweet_date,original_sentiment,query_used,negative,neutro,positive,compound,sentiment
3777,1022829556250624001,"'Fui vítima de muitas mentiras', diz Sean Goldman, pivô de disputa judicial. https://t.co/5zwrSx5om7 https://t.co/ykLeNwqsEn",Fri Jul 27 13:02:24 +0000 2018,neutral,jornaloglobo,0.314,0.686,0.0,-0.6705,negative
3778,1022832808245567488,"A saga ‘Missão Impossível’, do melhor ao pior filme https://t.co/z4jTXa0jAN",Fri Jul 27 13:15:19 +0000 2018,neutral,veja,0.293,0.5,0.207,-0.296,negative
3779,1022833986299514882,Fogo e Paixão anima arraiá na Feira de São Cristóvão. https://t.co/7ah4EkPadH https://t.co/DRKbkPUD28,Fri Jul 27 13:20:00 +0000 2018,neutral,jornaloglobo,0.187,0.703,0.109,-0.25,negative
3780,1022834983550033920,"EXCLUSIVO: Como vive hoje Sean Goldman, o garoto alvo de disputa entre Brasil e EUA https://t.co/c23ZiQ2q4J",Fri Jul 27 13:23:58 +0000 2018,neutral,veja,0.159,0.709,0.132,-0.1197,negative
3782,1022837215565697026,Mourinho alfineta Klopp: ‘Engraçado como as pessoas mudam de opinião’ https://t.co/60zChnJjSR,Fri Jul 27 13:32:50 +0000 2018,neutral,veja,0.0,0.775,0.225,0.4404,positive
3785,1022840083341365248,"Twitter tem ganho recorde, mas número de usuários recua. https://t.co/D2S9HUYmeT https://t.co/kA7CJ9L9IJ",Fri Jul 27 13:44:13 +0000 2018,neutral,jornaloglobo,0.0,0.711,0.289,0.3919,positive
3786,1022842794514292736,"Preso, prefeito de Japeri fez ameaças a jornalistas que acompanhavam ação. https://t.co/eFom1ZGaZA https://t.co/SPFNGpoPtS",Fri Jul 27 13:55:00 +0000 2018,neutral,jornaloglobo,0.383,0.617,0.0,-0.7351,negative
3788,1022844055376601092,Michelle Williams se casa em cerimônia privada dez anos após morte de Heath Ledger. https://t.co/JjMaVAliYr https://t.co/Lor0zLGYjT,Fri Jul 27 14:00:00 +0000 2018,neutral,jornaloglobo,0.199,0.714,0.087,-0.4939,negative
3789,1022848165589000192,Viagens ‘forçadas’ de Maia e Eunício custam R$ 250 mil aos cofres públicos https://t.co/5XRaf4KVFX,Fri Jul 27 14:16:20 +0000 2018,neutral,veja,0.0,0.896,0.104,0.1027,positive
3793,1022859152060604418,"No dia em que Marielle completaria 39 anos, viúva mostra tatuagem em homenagem à ex-vereadora. https://t.co/poN3M1vPri https://t.co/PmubvDM9ko",Fri Jul 27 15:00:00 +0000 2018,neutral,jornaloglobo,0.171,0.829,0.0,-0.4767,negative
3795,1022863760560713728,MDB defende ‘permanecer no rumo certo’ e decide lançar Meirelles https://t.co/1CTlyOgSZC,Fri Jul 27 15:18:19 +0000 2018,neutral,veja,0.0,0.811,0.189,0.2732,positive
3796,1022864437919797254,"Após 17 anos, vítima de ataque ao World Trade Center é identificada por DNA. https://t.co/xHEf4X48Yi https://t.co/UNuFWOK6OT",Fri Jul 27 15:21:00 +0000 2018,neutral,jornaloglobo,0.312,0.688,0.0,-0.7096,negative
3797,1022865343327494145,Overdose deixou Demi Lovato à beira da morte https://t.co/zY6ki9Z0Cl,Fri Jul 27 15:24:36 +0000 2018,neutral,veja,0.358,0.642,0.0,-0.5994,negative
3801,1022869219652788224,Falta de gols dos centroavantes faz Fla cair de produção no Brasileiro. https://t.co/UZsf4qhl09 https://t.co/GgqNqgDZuP,Fri Jul 27 15:40:00 +0000 2018,neutral,jornaloglobo,0.15,0.85,0.0,-0.3182,negative
3803,1022874256055644160,"Livre da prisão, Dirceu visita Bahia e defende Wagner como 'plano B' do PT. https://t.co/ZNO6Am9tJj https://t.co/elswVDnOAf",Fri Jul 27 16:00:01 +0000 2018,neutral,jornaloglobo,0.183,0.722,0.094,-0.3818,negative
3804,1022878658204184576,Namorada de Doutor Bumbum está grávida e será transferida para outra prisão. https://t.co/xJohm6njFa https://t.co/mJRiJupJbS,Fri Jul 27 16:17:30 +0000 2018,neutral,jornaloglobo,0.308,0.692,0.0,-0.5994,negative
3806,1022879303728476160,Bebê é resgatado em Laos quatro dias após rompimento de represa. https://t.co/3QJYs1p1ZU https://t.co/HtCQSdgOCv,Fri Jul 27 16:20:04 +0000 2018,neutral,jornaloglobo,0.0,0.797,0.203,0.4215,positive
3807,1022879857498365955,Ibrahimovic ironiza estádio nos EUA: ‘Muito pequeno para mim’ https://t.co/AagslYIRdP,Fri Jul 27 16:22:16 +0000 2018,neutral,veja,0.151,0.849,0.0,-0.1531,negative
3809,1022884318366949376,Cientistas dizem que onda de calor na Europa é sinal do aquecimento global. https://t.co/DjcSjlcytt https://t.co/E7MAlxTNie,Fri Jul 27 16:40:00 +0000 2018,neutral,jornaloglobo,0.0,0.723,0.277,0.5574,positive
3810,1022889352882352128,Aloysio Nunes pede detalhes de atirador e arma que matou brasileira na Nicarágua. https://t.co/RtOqWPPiy1 https://t.co/xzcEAu5BkN,Fri Jul 27 17:00:00 +0000 2018,neutral,jornaloglobo,0.145,0.855,0.0,-0.296,negative
3811,1022889877531242497,Redes sociais bloqueiam milhares de conteúdos após nova lei alemã https://t.co/4PFvlGrMhc,Fri Jul 27 17:02:05 +0000 2018,neutral,veja,0.0,0.806,0.194,0.34,positive
3812,1022891720248356864,Número de mortos pela erupção do Vulcão de Fogo chega a 156 https://t.co/tB5G9RWnAg,Fri Jul 27 17:09:25 +0000 2018,neutral,veja,0.175,0.73,0.095,-0.2732,negative
3814,1022892652025573377,Secretário-geral da ONU alerta que organização está ficando sem dinheiro https://t.co/XOstHt5IWY,Fri Jul 27 17:13:07 +0000 2018,neutral,veja,0.0,0.82,0.18,0.296,positive
3816,1022894384629600256,"Temer fala de aprofundar relações com África, mas abandona sessão dos Brics com países africanos. https://t.co/DMPKgIJwQk https://t.co/SCp82dlb8o",Fri Jul 27 17:20:00 +0000 2018,neutral,jornaloglobo,0.156,0.844,0.0,-0.4497,negative
3817,1022897190992310272,"Economia dos EUA cresce 4,1% no 2º trimestre, a maior alta em 4 anos https://t.co/fwp5CllWRm",Fri Jul 27 17:31:09 +0000 2018,neutral,veja,0.0,0.741,0.259,0.6369,positive
3818,1022899417353863169,"@Ancelmocom: Desembargadora que difamou Marielle agora defende MBL: 'ÀS ARMAS, CIDADÃOS'. https://t.co/oPTsE0SsNh",Fri Jul 27 17:40:00 +0000 2018,neutral,jornaloglobo,0.248,0.752,0.0,-0.5622,negative
3819,1022899915540840453,"Considerado o maior especialista em manuscritos medievais do mundo, Christopher De Hamel foi um dos convidados da Flip 2018. Leia Mais: https://t.co/jA8aIOVBvP #VEJAEssa #VEJA https://t.co/ZkwMAGh14G",Fri Jul 27 17:41:59 +0000 2018,neutral,veja,0.0,0.846,0.154,0.6369,positive
3820,1022900429133369345,"Discussão sobre presidenciáveis aumentou 46% na última semana, diz FGV https://t.co/D84AV2tvuf",Fri Jul 27 17:44:01 +0000 2018,neutral,veja,0.0,0.826,0.174,0.2732,positive
3821,1022903353683017728,Ministro do STF suspende condenação bilionária da Petrobras https://t.co/Q4iiN2vNEF,Fri Jul 27 17:55:38 +0000 2018,neutral,veja,0.31,0.69,0.0,-0.5574,negative
3822,1022904455396655104,Bebê é resgatado em Laos quatro dias após rompimento de represa: vídeo. https://t.co/3QJYs1p1ZU https://t.co/4W5QqR95UT,Fri Jul 27 18:00:01 +0000 2018,neutral,jornaloglobo,0.0,0.811,0.189,0.4215,positive
3823,1022909291005726720,"Grávida, namorada do ‘Dr. Bumbum’ vai para penitenciária em Bangu https://t.co/02gw0oZc9z",Fri Jul 27 18:19:14 +0000 2018,neutral,veja,0.138,0.862,0.0,-0.1531,negative
3825,1022911713518252032,"Imran Khan vence no Paquistão, mas terá de formar coalizão para governar https://t.co/yl0yJGWAdq",Fri Jul 27 18:28:51 +0000 2018,neutral,veja,0.137,0.863,0.0,-0.2263,negative
3826,1022913317738868741,Orlando Bloom se irrita com mulher em plateia durante peça de teatro https://t.co/58Gw5OFL9I,Fri Jul 27 18:35:14 +0000 2018,neutral,veja,0.184,0.816,0.0,-0.4019,negative
3827,1022914518106730496,MPRJ acusa ex-prefeito de Três Rios de enganar crianças para levá-las a comício eleitoral. https://t.co/XMV6rrzAyD https://t.co/lvmlDblIg5,Fri Jul 27 18:40:00 +0000 2018,neutral,jornaloglobo,0.337,0.663,0.0,-0.6249,negative
3830,1022924198061199361,Punições do CNJ atingem de juiz ‘barraqueiro’ a ‘vingativo’ https://t.co/lwJFpU2zf1,Fri Jul 27 19:18:28 +0000 2018,neutral,veja,0.426,0.574,0.0,-0.6369,negative
3832,1022925649147822081,Alckmin deve ter tempo de televisão 40 vezes maior que o de Bolsonaro. https://t.co/F5VBRQW4gr https://t.co/Gnvics2yDP,Fri Jul 27 19:24:14 +0000 2018,neutral,jornaloglobo,0.0,0.756,0.244,0.6369,positive
3833,1022926236375572480,Maior eclipse lunar do século com ‘Lua de Sangue’ ao redor do mundo https://t.co/G1jd4JpXhp,Fri Jul 27 19:26:34 +0000 2018,neutral,veja,0.0,0.756,0.244,0.6369,positive
3835,1022931123922460673,Exclusivo: filme mostra jovens da Coreia do Norte que desafiaram o regime https://t.co/4PQ9wNCtv6,Fri Jul 27 19:45:59 +0000 2018,neutral,veja,0.0,0.88,0.12,0.128,positive
3836,1022933503464402949,Trump e Putin convidam um ao outro para visita a suas capitais https://t.co/h1Bfk37S8m,Fri Jul 27 19:55:27 +0000 2018,neutral,veja,0.138,0.862,0.0,-0.1531,negative
3838,1022934657606795271,"Após 17 anos, vítima de ataque ao World Trade Center é identificada por DNA. https://t.co/EcvO6F25DR https://t.co/fINW1X6guG",Fri Jul 27 20:00:02 +0000 2018,neutral,jornaloglobo,0.312,0.688,0.0,-0.7096,negative
3839,1022936312624672768,Temporada de chuva na China deixa 86 mortos e afeta 23 milhões de pessoas https://t.co/QkdplTZFwN,Fri Jul 27 20:06:36 +0000 2018,neutral,veja,0.167,0.833,0.0,-0.3818,negative
3841,1022936732751290369,É agora o mais longo eclipse lunar do século! Acompanhe ao vivo: https://t.co/kpEXhi2Pmd https://t.co/VeMH0yQobj,Fri Jul 27 20:08:16 +0000 2018,neutral,jornaloglobo,0.0,0.792,0.208,0.4389,positive
3843,1022939157172297731,"Acusado de estupro, Ed Westwick se livra de processo por falta de provas https://t.co/9YlPsqIdSg",Fri Jul 27 20:17:55 +0000 2018,neutral,veja,0.554,0.446,0.0,-0.9081,negative
3844,1022939682785525761,"Depois de proibição do prefeito, peça com Jesus trans volta a festival pernambucano em Garanhuns. https://t.co/2p86H2Qa86 https://t.co/QMVoKpPzD4",Fri Jul 27 20:20:00 +0000 2018,neutral,jornaloglobo,0.122,0.714,0.163,0.2023,positive
3845,1022943544883986434,"'Ainda que tivesse cometido algum erro, deveria ser perdoado', diz Crivella sobre fila de cirurgia. https://t.co/o5pEwWbIS0 https://t.co/9cCH5lqtvk",Fri Jul 27 20:35:21 +0000 2018,neutral,jornaloglobo,0.14,0.86,0.0,-0.3818,negative
3848,1022949750776193024,"General aliado de Bolsonaro diz que indulto a Lula geraria apreensão nas Forças Armadas: ""Vejo com preocupação decisões com relação ao Lula que fujam do que está na lei"" https://t.co/IuxKzakJYf https://t.co/5ZkDnMLR16",Fri Jul 27 21:00:00 +0000 2018,neutral,jornaloglobo,0.119,0.737,0.144,0.2263,positive
3849,1022952068389199872,Bolsonaro não se opôs à MP que permitiu a contratação de presos https://t.co/3DHyhUF68p,Fri Jul 27 21:09:13 +0000 2018,neutral,veja,0.18,0.82,0.0,-0.296,negative
3850,1022954782082789376,"Repórter americano: ""Alerta da trumplândia — atenção a Bolsonaro"" https://t.co/GhWjufN7s8 https://t.co/d3At8rhQLC",Fri Jul 27 21:20:00 +0000 2018,neutral,jornaloglobo,0.207,0.603,0.19,-0.0516,negative
3851,1022957854762954752,Preso na Nicarágua suspeito de matar estudante brasileira https://t.co/KDVGtuJGPL,Fri Jul 27 21:32:12 +0000 2018,neutral,veja,0.538,0.462,0.0,-0.7184,negative
3852,1022958157251989505,Jovem é internada após complicações em lipo feita por médica de professora que morreu. https://t.co/BlYF1nKjmR https://t.co/GDdoLb7UlE,Fri Jul 27 21:33:24 +0000 2018,neutral,jornaloglobo,0.19,0.688,0.122,-0.3182,negative
3854,1022959815503605761,"Cinco crianças estão internadas em quarto com mofo e infiltrações no Hospital Salgado Filho, na Zona Norte do Rio. https://t.co/EcvO6F25DR https://t.co/m1h1xtc9gV",Fri Jul 27 21:40:00 +0000 2018,neutral,jornaloglobo,0.152,0.848,0.0,-0.5267,negative
3856,1022963329600573440,Espanhola vai à prisão por se recusar a entregar filhos a marido agressivo https://t.co/QxNCfk4dzB,Fri Jul 27 21:53:58 +0000 2018,neutral,veja,0.47,0.53,0.0,-0.7269,negative
3857,1022963622887280640,Advogado de atriz diz que mais três mulheres foram pagas para ocultar caso com Trump. https://t.co/MJ5h4eiP72 https://t.co/nxUodkOBVX,Fri Jul 27 21:55:08 +0000 2018,neutral,jornaloglobo,0.18,0.82,0.0,-0.3182,negative
3858,1022964851331817473,Toffoli decide não julgar pedidos de liberdade de Eduardo Cunha. https://t.co/q8WJP7HCFC https://t.co/POod7j47vR,Fri Jul 27 22:00:00 +0000 2018,neutral,jornaloglobo,0.141,0.641,0.218,0.296,positive
3859,1022967149843963904,"""Tem que chamar a Márcia mesmo. Chama a Márcia, porque ela cuida das pessoas. Trataram ela com preconceito, pelo fato dessa minha companheira ser negra, pobre, morar em comunidade e ser mulher."" Assim falou Crivella, nesta sexta-feira, sobre a polêmica de fila de cirurgias. https://t.co/M7ibu4FwUh",Fri Jul 27 22:09:08 +0000 2018,neutral,jornaloglobo,0.17,0.797,0.032,-0.7506,negative
3860,1022967365716336642,Polícia investiga três mulheres pela morte de modelo que fez procedimento estético em apartamento. https://t.co/eRJ6cHTPCn https://t.co/1mMtcbgxQR,Fri Jul 27 22:10:00 +0000 2018,neutral,jornaloglobo,0.206,0.794,0.0,-0.5994,negative
3861,1022967974796439553,MP vai agir para Justiça dar resposta rápida a candidatos inelegíveis https://t.co/x5qTFVLhl5,Fri Jul 27 22:12:25 +0000 2018,neutral,veja,0.114,0.643,0.243,0.4215,positive
3864,1022969315069493248,Nicarágua anuncia prisão de suspeito de matar brasileira. https://t.co/vuy5L7qD6s https://t.co/gqK4Pl8Gkc,Fri Jul 27 22:17:45 +0000 2018,neutral,jornaloglobo,0.496,0.504,0.0,-0.7096,negative
3866,1022970069377339392,Justiça erra e envia informações confidenciais a criminosos nos EUA https://t.co/yQOkYTBqyF,Fri Jul 27 22:20:45 +0000 2018,neutral,veja,0.262,0.496,0.241,-0.0772,negative
3867,1022970884523544576,Zoológico é acusado de pintar burros como se fossem zebras no Egito https://t.co/eoJzP4WOla,Fri Jul 27 22:23:59 +0000 2018,neutral,veja,0.167,0.833,0.0,-0.296,negative
3868,1022972399287844864,"Passageiros de um ônibus que passa próximo ao Morro do Urubu tiveram de se jogar no chão, nesta sexta-feira, por conta de um tiroteio. A Polícia Militar foi para a comunidade da Zona Norte do Rio após madrugada de confrontos. https://t.co/7pXIjpGHPD #JornalOGlobo https://t.co/HcXROmeEAM",Fri Jul 27 22:30:00 +0000 2018,neutral,jornaloglobo,0.095,0.905,0.0,-0.4767,negative
3869,1022972827832668165,Marina Silva diz que não ter o Centrão é um ‘grande ativo’ https://t.co/P38JuArXXl,Fri Jul 27 22:31:42 +0000 2018,neutral,veja,0.138,0.503,0.358,0.5423,positive
3871,1022978387873288193,Flamengo anuncia a contratação da atacante Vitinho. https://t.co/miJ2nhyJLY https://t.co/OBP1mQmFhD,Fri Jul 27 22:53:48 +0000 2018,neutral,jornaloglobo,0.3,0.7,0.0,-0.4588,negative
3872,1022979949089579008,Garotinho tem direitos políticos suspensos; maior eclipse lunar do século; e os outros destaques do dia estão no 'Giro VEJA' #TVEJA https://t.co/8KAJLkJ1Ur,Fri Jul 27 23:00:00 +0000 2018,neutral,veja,0.0,0.826,0.174,0.6369,positive
3877,1022988943212642304,Premiê grego assume ‘responsabilidade política’ após incêndios mortais https://t.co/TV9u7D4xVg,Fri Jul 27 23:35:44 +0000 2018,neutral,veja,0.184,0.816,0.0,-0.2023,negative
3880,1022990589527302144,Entenda por que o sexo traz felicidade https://t.co/wkgNIz2ofv,Fri Jul 27 23:42:17 +0000 2018,neutral,veja,0.0,0.645,0.355,0.5106,positive
3881,1022992011647954946,Adoçantes: o que você precisa saber antes de consumir https://t.co/TGG02hARZL,Fri Jul 27 23:47:56 +0000 2018,neutral,veja,0.0,0.792,0.208,0.2732,positive
3882,1022995050731429888,"Ed Westwick, o Chuck de 'Gossip Girl', não será processado por acusações de estupro. https://t.co/RU5x63rXHA https://t.co/4BenIYdQku",Sat Jul 28 00:00:01 +0000 2018,neutral,jornaloglobo,0.518,0.482,0.0,-0.8957,negative
3883,1022996036569194497,O valor da paciência: investir sem pressa pode render um bom dinheiro https://t.co/NLWyP6p3AZ,Sat Jul 28 00:03:56 +0000 2018,neutral,veja,0.0,0.508,0.492,0.8271,positive
3884,1023000083267088384,Low cost da Noruega pede autorização para operar no Brasil. https://t.co/OTm7hDLg7x https://t.co/VUtxXW505k,Sat Jul 28 00:20:00 +0000 2018,neutral,jornaloglobo,0.127,0.873,0.0,-0.1531,negative
3885,1023000898786807808,Ações do Twitter caem mais de 20% após divulgação de relatório https://t.co/RH7jHDT2H4,Sat Jul 28 00:23:15 +0000 2018,neutral,veja,0.0,0.84,0.16,0.2732,positive
3887,1023004322806853632,Lisboa pode restringir aluguel de temporada em bairros turísticos. https://t.co/x4nN0ZCa8j https://t.co/gIHVz9Ycae,Sat Jul 28 00:36:51 +0000 2018,neutral,jornaloglobo,0.379,0.621,0.0,-0.6705,negative
3890,1023010669787009029,"Ex-curador do Prêmio Jabuti, José Luiz Goldfarb é acusado de racismo na Flip. https://t.co/VO3LQz26W3 https://t.co/Gj7E5foTDP",Sat Jul 28 01:02:04 +0000 2018,neutral,jornaloglobo,0.306,0.534,0.16,-0.4588,negative
3891,1023012663511502848,Ator Marcos Palmeira é mais um cotado para ser vice de Marina. https://t.co/yo4HTmJ13A https://t.co/sB0F9XqICf,Sat Jul 28 01:10:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
3892,1023013490930475008,Distribuidora de energia do Rio dará R$ 1 mil para quem denunciar 'gato' na rede elétrica. https://t.co/LA8GXjn6jw https://t.co/xnQdGTdlAw,Sat Jul 28 01:13:17 +0000 2018,neutral,jornaloglobo,0.198,0.693,0.109,-0.2023,negative
3893,1023017696672141313,Cabeleireiro de Meghan Markle dá seis dicas para ter fios incríveis. https://t.co/gr78zqQeij https://t.co/VdBLl32OZ0,Sat Jul 28 01:30:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
3894,1023025246738296832,"Rian Johnson apaga 20 mil tuítes de sua conta para ""se prevenir"". https://t.co/QLQIuyIr5v https://t.co/DYec4t4QAn",Sat Jul 28 02:00:00 +0000 2018,neutral,jornaloglobo,0.11,0.89,0.0,-0.1531,negative
3896,1023032094279127040,MPF denuncia ex-secretário de Alckmin por suspeita de desvios no Rodoanel https://t.co/A0Wo2mhJ89,Sat Jul 28 02:27:12 +0000 2018,neutral,veja,0.355,0.645,0.0,-0.6705,negative
3901,1023085645386973184,Low cost da Noruega pede autorização para operar no Brasil. https://t.co/OTm7hE2Rw7 https://t.co/IrcXa0AV6N,Sat Jul 28 06:00:00 +0000 2018,neutral,jornaloglobo,0.127,0.873,0.0,-0.1531,negative
3902,1023100746726887424,"Ed Westwick, o Chuck de 'Gossip Girl', não será processado por acusações de estupro. https://t.co/RU5x63Jz6a https://t.co/skO8ehG5yz",Sat Jul 28 07:00:00 +0000 2018,neutral,jornaloglobo,0.518,0.482,0.0,-0.8957,negative
3904,1023130945505951744,"Repórter americano: ""Alerta da trumplândia — atenção a Bolsonaro"" https://t.co/GhWjufvwAA https://t.co/DBOy5SYW4g",Sat Jul 28 09:00:00 +0000 2018,neutral,jornaloglobo,0.207,0.603,0.19,-0.0516,negative
3905,1023138493009145859,Cientistas dizem que onda de calor na Europa é sinal do aquecimento global. https://t.co/DjcSjlu9S3 https://t.co/OqhGi2WgNP,Sat Jul 28 09:30:00 +0000 2018,neutral,jornaloglobo,0.0,0.723,0.277,0.5574,positive
3906,1023146045973430272,Alckmin deve ter tempo de televisão 40 vezes maior que o de Bolsonaro. https://t.co/F5VBRQW4gr https://t.co/cf24DuEFre,Sat Jul 28 10:00:01 +0000 2018,neutral,jornaloglobo,0.0,0.756,0.244,0.6369,positive
3910,1023191398265376768,Marta está indecisa e pode desistir da reeleição para o Senado https://t.co/52THkbYdNH,Sat Jul 28 13:00:13 +0000 2018,neutral,veja,0.151,0.849,0.0,-0.1531,negative
3911,1023195913597186048,"Bom dia! Sábado, 28/07/2018: esta é a capa do #JornalOGlobo de hoje. Acesse https://t.co/6QeHHAyTfp para ler mais. https://t.co/kLhIWUrAMO",Sat Jul 28 13:18:10 +0000 2018,neutral,jornaloglobo,0.086,0.749,0.165,0.3595,positive
3912,1023197864082763776,Prefeito de Japeri teria ameaçado matar adversário político. https://t.co/fotb8k6qvz https://t.co/kQCwDKwlxC,Sat Jul 28 13:25:55 +0000 2018,neutral,jornaloglobo,0.266,0.734,0.0,-0.2263,negative
3913,1023204126757408768,"Enfraquecido por denúncias, Aécio não deve ir à convenção tucana em Minas. https://t.co/rgpSiuyXCp https://t.co/VMGR7aEPXl",Sat Jul 28 13:50:48 +0000 2018,neutral,jornaloglobo,0.325,0.675,0.0,-0.6486,negative
3916,1023213990124482560,Harry pediu 'aprovação' de Kate Middleton para se casar com Meghan. https://t.co/hG8r2heLEO https://t.co/PqwvpEHTyb,Sat Jul 28 14:30:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
3917,1023214035494416390,PTB oficializa apoio à candidatura de Alckmin em convenção https://t.co/pdOMowwXVy,Sat Jul 28 14:30:11 +0000 2018,neutral,veja,0.0,0.762,0.238,0.3612,positive
3918,1023217814243631104,Papa aceita renúncia de cardeal americano acusado de abusos https://t.co/ZNkYtvesyP,Sat Jul 28 14:45:12 +0000 2018,neutral,veja,0.488,0.361,0.151,-0.6808,negative
3920,1023221544170844160,Papa aceita renúncia de ex-arcebispo de Washington após denúncias de assédio contra menores. https://t.co/lh3T1IrCqn https://t.co/Uozbbyg6e8,Sat Jul 28 15:00:01 +0000 2018,neutral,jornaloglobo,0.289,0.588,0.123,-0.5267,negative
3921,1023222782061158406,"A simbologia do sindicato dos metalúrgicos: da Força, para o PT https://t.co/jxK3y1ODZd",Sat Jul 28 15:04:56 +0000 2018,neutral,veja,0.125,0.625,0.25,0.3818,positive
3924,1023228417271984128,Haddad sobre corrupção na Dersa: “Tem meia dúzia de cara preso aí” https://t.co/vt8xP3qYZp,Sat Jul 28 15:27:19 +0000 2018,neutral,veja,0.36,0.64,0.0,-0.7351,negative
3926,1023236639399632896,Autoridade estima que 1.126 pessoas estão desaparecidas no Laos. https://t.co/i73TmzSmYB https://t.co/sd3vRbexzp,Sat Jul 28 16:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.885,0.115,0.0772,positive
3927,1023244189872533504,"Com telefone cortado, Salgado Filho não avisou família sobre falecimento de idosa. https://t.co/LjqXIExENR https://t.co/oPI5WKOasO",Sat Jul 28 16:30:00 +0000 2018,neutral,jornaloglobo,0.36,0.64,0.0,-0.6369,negative
3928,1023250698908119040,Número de mortos em incêndios na Grécia sobe para 88 https://t.co/fE1JViSRT6,Sat Jul 28 16:55:52 +0000 2018,neutral,veja,0.134,0.756,0.109,-0.0772,negative
3932,1023259792553463808,Ex-presidente da Catalunha promete continuar combate separatista. https://t.co/y67fuEYpJV https://t.co/fkR1vr1b3G,Sat Jul 28 17:32:00 +0000 2018,neutral,jornaloglobo,0.216,0.603,0.181,-0.1027,negative
3934,1023275143475482625,Fluminense terá dois adversários na sequência para embalar na competição. https://t.co/NghqHzKj9r https://t.co/1BeS6FoPvw,Sat Jul 28 18:33:00 +0000 2018,neutral,jornaloglobo,0.265,0.735,0.0,-0.3818,negative
3937,1023281937752838145,Centro de formação de parteiras é atacado no Afeganistão. https://t.co/WFcfHcmzw4 https://t.co/sbLttyHc6n,Sat Jul 28 19:00:00 +0000 2018,neutral,jornaloglobo,0.25,0.75,0.0,-0.4588,negative
3938,1023281941615992832,PTB declara apoio a Alckmin em convenção com Cristiane Brasil e Roberto Jefferson. https://t.co/KHL1X5zJRu https://t.co/NmDeKS9do5,Sat Jul 28 19:00:01 +0000 2018,neutral,jornaloglobo,0.0,0.828,0.172,0.3612,positive
3939,1023289490108891136,Irmão culpa presidente e Estado da Nicarágua por violência no país. https://t.co/inIJzcXhBo https://t.co/boZG6F7j21,Sat Jul 28 19:30:00 +0000 2018,neutral,jornaloglobo,0.408,0.592,0.0,-0.7845,negative
3940,1023297037910126594,PTB declara apoio a Alckmin em convenção com Cristiane Brasil e Roberto Jefferson. https://t.co/KHL1X5zJRu https://t.co/nm1MdIfBYC,Sat Jul 28 20:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.828,0.172,0.3612,positive
3943,1023304587162398725,"Investigada, Cristiane Brasil evita ficar a sós com o pai e ataca promotores que 'inventam' crimes. https://t.co/ZB7gT95u6e https://t.co/AbG9YoxOcC",Sat Jul 28 20:30:00 +0000 2018,neutral,jornaloglobo,0.197,0.73,0.073,-0.4939,negative
3944,1023307451641331712,Equipes encontram objetos e mala do pai de deputado que pilotava avião que caiu no mar em SC. https://t.co/1nx8RPxbC4 https://t.co/Wr2yoD4VOd,Sat Jul 28 20:41:23 +0000 2018,neutral,jornaloglobo,0.163,0.837,0.0,-0.5423,negative
3945,1023309880151760899,Youtuber diz que ‘inventou’ piada sobre estupro: ‘Homem é assim’ https://t.co/4uELorD43v,Sat Jul 28 20:51:02 +0000 2018,neutral,veja,0.484,0.516,0.0,-0.8176,negative
3946,1023312140848050182,.@Ancelmocom: Fã de Wesley Safadão receberá indenização por 'danos morais' por show cancelado. https://t.co/I8wnQzQAQV https://t.co/ytUra9CQOJ,Sat Jul 28 21:00:01 +0000 2018,neutral,jornaloglobo,0.274,0.726,0.0,-0.5994,negative
3948,1023319687948656640,.@laurojardim: A estratégia do filho de Cabral para tentar se reeleger. https://t.co/f2S4Kn8jDx https://t.co/YrA8f4g5Py,Sat Jul 28 21:30:00 +0000 2018,neutral,jornaloglobo,0.127,0.873,0.0,-0.1531,negative
3949,1023327240115838977,Beleza Natural terá que pagar R$ 15 mil a cliente que teve reação alérgica após tratamento. https://t.co/Nj9HMYjrBE,Sat Jul 28 22:00:01 +0000 2018,neutral,jornaloglobo,0.0,0.714,0.286,0.6808,positive
3950,1023334787350777856,Saiba quem é quem na novela ‘O tempo não para’. https://t.co/NsGN3ScGLE https://t.co/XGgykk09js,Sat Jul 28 22:30:00 +0000 2018,neutral,jornaloglobo,0.322,0.678,0.0,-0.4215,negative
3952,1023342338465255431,Prefeito de Japeri também responderá por crime de porte de arma de calibre restrito. https://t.co/dsMeNER3RX https://t.co/xlnvapgz95,Sat Jul 28 23:00:00 +0000 2018,neutral,jornaloglobo,0.39,0.61,0.0,-0.8074,negative
3953,1023349886102724608,Egito condena 75 islamitas à morte. https://t.co/nR2xJSD2l8 https://t.co/5hajMPQcan,Sat Jul 28 23:30:00 +0000 2018,neutral,jornaloglobo,0.59,0.41,0.0,-0.802,negative
3954,1023349886417289216,Polícia identifica suspeitos de ataques a ônibus e prédios públicos em Fortaleza. https://t.co/mBZzpJVIC7 https://t.co/CSYtds3k4C,Sat Jul 28 23:30:00 +0000 2018,neutral,jornaloglobo,0.201,0.694,0.104,-0.34,negative
